Company_Brand,Funding_Year,HeadQuarter,Sector,Amount($),Stage,Funding,Category
InVideo,2020,Mumbai,video,214285.71,Series A,Series_Stage,Technology
Arzooo,2020,Bangalore,retail tech,107142.86,Series A,Series_Stage,Technology
Hubilo,2020,San Francisco,tech company,64285.71,Seed,Seed Stage,Technology
BASIC Home Loan,2020,Gurugram,fintech,71428.57,Seed,Seed Stage,Technology
Ketos,2020,San Francisco,ai startup,257142.86,Unknown,Others,Ai
SUGAR cosmetics,2020,Mumbai,cosmetics,28571.43,Debt,Debt Stage,Beauty
Signzy,2020,Bangalore,fintech,77142.86,Unknown,Others,Technology
Ahaguru,2020,Chennai,edtech,4710672.330723327,Series A,Series_Stage,Technology
Tekion,2020,San Ramon,ai startup,2142857.14,Series C,Series_Stage,Ai
Brighteye Ventures,2020,Paris,edtech,77142.86,Unknown,Others,Technology
EzeRx,2020,Kolkata,medtech,2857.14,Seed,Seed Stage,Technology
VitalTech,2020,Plano,heathtech,42857.14,Seed,Seed Stage,Technology
Genius Teacher,2020,Mumbai,edtech,28571.43,Unknown,Others,Technology
Ultraviolette Automotive,2020,Bangalore,automobiles,57142.86,Series B,Series_Stage,Transportation
Tring,2020,Mumbai,social media,4710672.330723327,Unknown,Others,Social
Rare Planet,2020,Kolkata,retail startup,5714.29,Pre Series A,Pre_Series Stage,Ai
GoodGamer,2020,Bangalore,gaming,35714.29,Seed,Seed Stage,Others
InnAccel,2020,Bangalore,medtech,21428.57,Pre Series A,Pre_Series Stage,Technology
Tiliter,2020,Sydney,retail,107142.86,Unknown,Others,Ai
Slintel,2020,San Francisco Bay Area,sles and marketing,60000.0,Unknown,Others,Marketing
SoOLEGAL,2020,New Delhi,legaltech,57142.86,Unknown,Others,Technology
HobSpace,2020,Mumbai,edtech,2857.14,Seed,Seed Stage,Technology
Supplynote,2020,Noida,saas startup,7142.86,Seed,Seed Stage,Saas
Hire Me Car,2020,Noida,car service,4710672.330723327,Seed,Seed Stage,Transportation
ShopUp,2020,Bangaldesh,e-commerce,314285.71,Series A,Series_Stage,Others
Harmonizer India,2020,Bangalore,tech startup,4710672.330723327,Unknown,Others,Technology
Zomato,2020,Gurugram,foodtech,742857.14,Unknown,Others,Technology
Dukaan,2020,Mumbai,tech startup,85714.29,Seed,Seed Stage,Technology
CredR,2020,Mumbai,bike marketplace,28571.43,Unknown,Others,Others
Satyukt,2020,Bangalore,agri tech,7142.86,Seed,Seed Stage,Technology
RACEnergy,2020,Hyderabad,automobiles,4710672.330723327,Unknown,Others,Transportation
TREAD,2020,Bangalore,fitness startup,15714.29,Pre Seed,Pre_Seed Stage,Health
Anveshan,2020,Bangalore,foodtech,1428.57,Pre Seed,Pre_Seed Stage,Technology
TeaMonk,2020,Bangalore,food & bevarages,12857.14,Pre Series A,Pre_Series Stage,Restaurant
Fleetx,2020,Gurugram,tech startup,42857.14,Pre Series B,Others,Technology
ReNEWate,2020,Pune,real estate,4710672.330723327,Pre Seed,Pre_Seed Stage,Real estate
Tango Eye,2020,Chennai,saas startup,4710672.330723327,Seed,Seed Stage,Saas
Rare Planet,2020,Kolkata,reatil startup,4710672.330723327,Pre Series A,Pre_Series Stage,Startup
Avataa Me,2020,Bangalore,ar platform,100000.0,Series A,Series_Stage,Others
Arrival,2020,London,ev startup,1685714.29,Unknown,Others,Startup
Cover Genius,2020,Sydney,fintech,214285.71,Unknown,Others,Technology
Phononic Vibes,2020,Milano,deeptech,32857.14,Unknown,Others,Technology
MikeLegal,2020,Gurugram,legaltech,4710672.330723327,Seed,Seed Stage,Technology
Clair,2020,New York,fintech,64285.71,Seed,Seed Stage,Technology
Gourmet Garden,2020,Palmwoods,consumer goods,4710672.330723327,Unknown,Others,Others
Miko,2020,Mumbai,ai startup,42857.14,Pre Series B,Others,Ai
Razorpay,2020,Bangalore,fintech,1428571.43,Series D,Series_Stage,Technology
Ninjacart,2020,Bangalore,food industry,428571.43,Unknown,Others,Restaurant
Wow! Momo,2020,Kolkata,food industry,71428.57,Debt,Debt Stage,Restaurant
Pepper Content,2020,Mumbai,content marketplace,60000.0,Series A,Series_Stage,Others
LIVSPACE,2020,Bangalore,interior design,57142.86,Debt,Debt Stage,Real estate
Acculi Labs,2020,Bangalore,healthcare,8571.43,Seed,Seed Stage,Transportation
Your MD,2020,London,healthcare,357142.86,Unknown,Others,Transportation
Antaios,2020,France,tech company,157142.86,Unknown,Others,Technology
Unnati,2020,Noida,agritech,24285.71,Pre Series A,Pre_Series Stage,Technology
Disprz,2020,Chennai,edtech,22857.14,Pre Series B,Others,Technology
Uni,2020,Mumbai,fintech,264285.71,Seed,Seed Stage,Technology
Credit Wise Capital,2020,Mumbai,fintech,85714.29,Seed,Seed Stage,Technology
Chargebee,2020,San Francisco Bay Area,saas startup,785714.29,Series F,Series_Stage,Saas
Reliance Retail Ventures Ltd,2020,Mumbai,retail,1000000000.0,Unknown,Others,Ai
Winuall,2020,Bangalore,edtech,28571.43,Unknown,Others,Technology
Genrobotics,2020,Trivandrum,ai startup,4285.71,Unknown,Others,Ai
Livve,2020,Cochin,rental space,21428.57,Seed,Seed Stage,Others
Ergos,2020,Samastipur,agritech,71428.57,Series A,Series_Stage,Technology
Krishitantra,2020,Hyderabad,soil-tech,14285.71,Seed,Seed Stage,Technology
PakkaProfile,2020,Bangalore,recruitment startup,4710672.330723327,Seed,Seed Stage,Startup
Monet Networks,2020,Irvine,ai startup,7142.86,Bridge,Later Stage,Ai
Unocoin,2020,Tumkur,fintech,4710672.330723327,Series A,Series_Stage,Technology
Pesto,2020,New Delhi,edtech,4710672.330723327,Unknown,Others,Technology
NirogStreet,2020,Gurugram,ayurveda tech,28571.43,Pre Series A,Pre_Series Stage,Technology
Bambrew,2020,Bangalore,packaging solution startup,4710672.330723327,Pre Seed,Pre_Seed Stage,Solutions
Omnify,2020,San Francisco Bay Area,saas startup,4710672.330723327,Pre Series A,Pre_Series Stage,Saas
Fanball XI,2020,New Delhi,gaming,14285.71,Seed,Seed Stage,Others
Treebo Hotels,2020,Bangalore,hospitality,85714.29,Unknown,Others,Others
GPS Renewables,2020,Bangalore,cleantech,42857.14,Series A,Series_Stage,Technology
Public,2020,New Delhi,social media,428571.43,Unknown,Others,Social
Legal Salah,2020,Kolkata,legaltech,14285.71,Seed,Seed Stage,Technology
FanPlay,2020,New Delhi,gaming,4710672.330723327,Seed,Seed Stage,Others
ECOSTP,2020,Bangalore,sanitation solutions,271428.57,Unknown,Others,Solutions
Coralogix,2020,San Francisco,saas startup,357142.86,Series B,Series_Stage,Saas
Equiwatt,2020,Newcastle Upon Tyne,tech company,4285.71,Unknown,Others,Technology
Reliance Retail Ventures,2020,Mumbai,e-commerce,11428571.43,Unknown,Others,Others
Zhangmen,2020,Shanghai,edtech,5714285.71,Unknown,Others,Technology
AgroWave,2020,Gurugram,agritech,7142.86,Unknown,Others,Technology
Sapio Analytics,2020,Mumbai,tech company,2142.86,Unknown,Others,Technology
Taimei,2020,Jiaxing,healthcare,2514285.71,Unknown,Others,Transportation
Avanse Financial Services,2020,Mumbai,fintech,214285.71,Unknown,Others,Technology
Industry Buying,2020,New Delhi,e-commerce,214285.71,Unknown,Others,Others
Hopscotch,2020,Mumbai,e-commerce,357142.86,Unknown,Others,Others
Pristyn Care,2020,Gurugram,healthcare,157142.86,Unknown,Others,Transportation
WoodenStreet,2020,Rajastan,home design,14285.71,Unknown,Others,Real estate
ACKO,2020,Mumbai,insuretech,857142.86,Unknown,Others,Technology
Farmers Fresh Zone,2020,Kochi,agritech,6714.29,Unknown,Others,Technology
Invento,2020,Bangalore,ai startup,4710672.330723327,Unknown,Others,Ai
Infurnia,2020,Bangalore,tech startup,3428.57,Unknown,Others,Technology
AnalytIQSports's SuperCric,2020,Bangalore,entertainment,4710672.330723327,Unknown,Others,Social
Snowflake,2020,California,tech company,42857142.86,Unknown,Others,Technology
GenieTalk,2020,Indore,tech company,10714.29,Unknown,Others,Technology
Classplus,2020,Noida,edtech,142857.14,Unknown,Others,Technology
Mobile Premier League,2020,Bangalore,entertainment,1057142.86,Unknown,Others,Social
Fourth Partner Energy,2020,Hyderabad,solar solution,228571.43,Unknown,Others,Solutions
Flipkart,2020,Bangalore,e-commerce,885714.29,Unknown,Others,Others
Vivriti Capital,2020,Chennai,fintech,14285.71,Unknown,Others,Technology
InsuranceDekho,2020,Ludhiana,fintech,285714.29,Unknown,Others,Technology
BestDoc,2020,Kochi,healthcare,30000.0,Unknown,Others,Transportation
Byju’s,2020,Bangalore,edtech,7142857.14,Unknown,Others,Technology
Melorra,2020,Bangalore,jewellery startup,178571.43,Unknown,Others,Startup
Reliance,2020,Mumbai,multinational conglomerate company,31428571.43,Unknown,Others,Others
Inflexor Ventures,2020,Mumbai,fintech,142857.14,Unknown,Others,Technology
Pandorum,2020,Bangalore,deeptech startup,72285.71,Unknown,Others,Technology
SpeakIn,2020,Noida,social network,4710672.330723327,Unknown,Others,Networking
LetsUp,2020,Mumbai,publication,4710672.330723327,Unknown,Others,Others
Newsreach,2020,Gujarat,publication,4710672.330723327,Unknown,Others,Others
Dream11,2020,Mumbai,entertainment,3214285.71,Unknown,Others,Social
SignalX,2020,Hyderabad,saas platform,10714.29,Unknown,Others,Saas
JetSynthesys,2020,Mumbai,tech,571428.57,Unknown,Others,Technology
Vesta Space Technology,2020,Pune,tech startup,142857.14,Unknown,Others,Technology
Dozee,2020,Bangalore,healthtech,22857.14,Unknown,Others,Technology
Rebel Foods,2020,Pune,food,714285.71,Unknown,Others,Restaurant
Nykaa,2020,Mumbai,fashion,352857.14,Unknown,Others,Beauty
Ketto,2020,Mumbai,finance,110000.0,Unknown,Others,Finance
Suryoday,2020,Mumbai,finance,11428.57,Unknown,Others,Finance
SucSEED,2020,Hyderabad,finance,18571.43,Unknown,Others,Finance
Unacademy,2020,Bangalore,edtech,2142857.14,Unknown,Others,Technology
Strata,2020,Bangalore,real estate,272390.4,Unknown,Others,Real estate
3one4 Capital,2020,Bangalore,venture capital,1428571.43,Unknown,Others,Finance
WE-Hub,2020,Hyderabad,entreprenurship,4710672.330723327,Unknown,Others,Others
Zomato,2020,Haryana,food devlivery,885714.29,Unknown,Others,Restaurant
Vicara,2020,Bangalore,tech startup,4710672.330723327,Unknown,Others,Technology
Gaana,2020,Gurugram,entertainment,728571.43,Unknown,Others,Social
EM3 Agri,2020,Noida,agritech,14285.71,Unknown,Others,Technology
Plum,2020,Thane,cosmetics,1642.86,Unknown,Others,Beauty
Odwen,2020,Noida,warehouse,771.43,Unknown,Others,Real estate
Fasal,2020,Bangalore,agritech,285.71,Unknown,Others,Technology
Trukky,2020,Ahmedabad,logistics,4710672.330723327,Unknown,Others,Transportation
BankBazaar,2020,Chennai,online financial service,128571.43,Unknown,Others,Finance
Specsmakers,2020,Chennai,eyeglasses,42857.14,Unknown,Others,Others
Grinntech,2020,Dehradun,battery design,28571.43,Unknown,Others,Real estate
CreditMantri,2020,Chennai,online credit management startup,11473.51,Unknown,Others,Management
Chai Waale,2020,Chennai,beverage,3400.0,Unknown,Others,Restaurant
Deepsync,2020,Bangalore,tech startup,4285.71,Unknown,Others,Technology
ConnectedH,2020,Gurgaon,healthcare,4710672.330723327,Unknown,Others,Transportation
Reliance Retail,2020,Mumbai,e-commerce,146000.0,Unknown,Others,Others
QShala,2020,Bangalore,edtech,4285.71,Unknown,Others,Technology
Pitstop,2020,Bangalore,car service,14571.43,Unknown,Others,Transportation
Zomato,2020,Haryana,food devlivery,1428571.43,Unknown,Others,Restaurant
Customfit ai,2020,Bangalore,saas startup,4710672.330723327,Unknown,Others,Saas
Nirmata,2020,San Franciscao,tech,4710672.330723327,Unknown,Others,Technology
Hire Me Car,2020,Noida,traveltech,4710672.330723327,Seed,Seed Stage,Technology
Oga Fit,2020,Bangalore,fitness startup,4710672.330723327,Pre Series A,Pre_Series Stage,Health
ShipsKart,2020,New Delhi,e-commerce,2857.14,Pre Series A,Pre_Series Stage,Others
SquadStack,2020,San Francisco,tech company,71428.57,Series A,Series_Stage,Technology
Financepeer,2020,Mumbai,edtech,42857.14,Pre Series A,Pre_Series Stage,Technology
Cashify,2020,Gurugram,e-commerce,142857.14,Debt,Debt Stage,Others
Etrio,2020,Hyderabad,ev startup,42857.14,Series A,Series_Stage,Startup
Codeyoung,2020,Bangalore,edtech,4710672.330723327,Seed,Seed Stage,Technology
StayQrious,2020,Bangalore,edtech,28571.43,Seed,Seed Stage,Technology
Sunstone Eduversity,2020,Gurugram,edtech,42857.14,Series A,Series_Stage,Technology
Infilect,2020,Bangalore,saas startup,21428.57,Pre Series A,Pre_Series Stage,Saas
MobiGarage,2020,New Delhi,e-commerce,4710672.330723327,Pre Series A,Pre_Series Stage,Others
Samunnati,2020,Chennai,agriculture,285714.29,Debt,Debt Stage,Farming
WeInnovate Biosolutions,2020,Pune,startup laboratory,4710672.330723327,Seed,Seed Stage,Startup
Yummy Corp,2020,Tangerang,food industry,171428.57,Series B,Series_Stage,Restaurant
Smallcase,2020,Bangalore,fintech,191428.57,Series B,Series_Stage,Technology
Clairvolex,2020,California,tech startup,28571.43,Debt,Debt Stage,Technology
Assiduus,2020,Bangalore,e-commerce,14285.71,Series A,Series_Stage,Others
Brinton,2020,California,healthtech,18571.43,Debt,Debt Stage,Technology
AFK Gaming,2020,Mumbai,entertainment,2857.14,Pre Series A,Pre_Series Stage,Social
Infarm,2020,Berlin,agritech,2428571.43,Series C,Series_Stage,Technology
Zuper,2020,Seattle,saas startup,15714.29,Seed,Seed Stage,Saas
mCaffeine,2020,Mumbai,personal care startup,41428.57,Series B,Series_Stage,Transportation
Origa,2020,Andheri,fintech,28571.43,Debt,Debt Stage,Technology
GullyBuy Software,2020,Pune,tech startup,7757.14,Pre Series A,Pre_Series Stage,Technology
Recordent,2020,Hyderabad,fintech,4710672.330723327,Seed,Seed Stage,Technology
MPL,2020,Bangalore,entertainment,1285714.29,Series C,Series_Stage,Social
Penny,2020,Riyadh,saas startup,18571.43,Seed,Seed Stage,Saas
Onsitego,2020,Mumbai,customer service company,428571.43,Series B,Series_Stage,Others
Precily,2020,California,saas  startup,4710672.330723327,Seed,Seed Stage,Saas
SmartClean,2020,Singapore,tech startup,48571.43,Pre  Series A,Others,Technology
ClanConnect,2020,Delhi,marketing startup,8571.43,Seed,Seed Stage,Marketing
Servify,2020,Mumbai,service industry,328571.43,Series C,Series_Stage,Others
ShareChat,2020,Bangalore,social media,571428.57,Pre Series C,Others,Social
Rephrase.ai,2020,Bangalore,ai,21428.57,Seed,Seed Stage,Ai
Melorra,2020,Bangalore,jewellery,115571.43,Debt,Debt Stage,Others
FabHotels,2020,Gurugram,hospitality,14714.29,Series B,Series_Stage,Others
EkAnek,2020,New Delhi,tech startup,72000.0,Edge,Others,Technology
Cub McPaws,2020,Mumbai,ar startup,11428.57,Pre Series A,Pre_Series Stage,Startup
Zimyo,2020,Gurgaon,hr tech startup,21428.57,Seed,Seed Stage,Technology
PumPumPum,2020,Gurgaon,automotive startup,5142.86,Debt,Debt Stage,Transportation
Burgerama,2020,Gurgaon,food startup,4710672.330723327,Pre Series A,Pre_Series Stage,Restaurant
Moms Co,2020,Gurgaon,healthcare,114285.71,Series B,Series_Stage,Transportation
DillyHub,2020,Seoul,publication,20000.0,Seed,Seed Stage,Others
FPL Technologies,2020,Pune,fintech,142857.14,Series A,Series_Stage,Technology
FITTR,2020,Pune,fitness startup,28571.43,Pre Series A,Pre_Series Stage,Health
Illumnus,2020,Pune,edtech startup,1428.57,Seed,Seed Stage,Technology
CashKaro,2020,Gurgaon,e-commerce,142857.14,Series B,Series_Stage,Others
Newton School,2020,Bangalore,edtech startup,9285.71,Seed,Seed Stage,Technology
Airmeet,2020,Bangalore,tech startup,171428.57,Series A,Series_Stage,Technology
Observe ai,2020,San Francisco,tech,771428.57,Series B,Series_Stage,Technology
InCred,2020,Mumbai,finance,71428.57,Debt,Debt Stage,Finance
Toppr,2020,Mumbai,edtech,500000.0,Series D,Series_Stage,Technology
CarTrade,2020,Mumbai,car trade,607142.86,Series H,Series_Stage,Transportation
LEAD School,2020,Mumbai,edttech,400000.0,Series C,Series_Stage,Technology
Servify,2020,Mumbai,manufacturing,162428.57,Series C,Series_Stage,Others
Lido Learning,2020,Mumbai,edtech,107142.86,Series B,Series_Stage,Technology
Apna.co,2020,Bangalore,job portal,114285.71,Series A,Series_Stage,Others
Quintype Technologies,2020,Bangalore,tech,4642.86,Series A,Series_Stage,Technology
Dunzo,2020,Bangalore,tech,400000.0,Series E,Series_Stage,Technology
Entropik,2020,Bangalore,ai platform,114285.71,Series A,Series_Stage,Ai
Livspace,2020,Bangalore,home design,128571.43,Series D,Series_Stage,Real estate
Ultraviolette Automotive,2020,Bangalore,automation,5857.14,Series B,Series_Stage,Transportation
WinZO,2020,New Delhi,gaming,257142.86,Series B,Series_Stage,Others
SenseHawk,2020,Bangalore,solar saas,71428.57,Series A,Series_Stage,Saas
Railofy,2020,Mumbai,wl & rac protection,12857.14,Seed,Seed Stage,Others
Eloelo,2020,Bangalore,social commerce,6428.57,Seed,Seed Stage,Social
Aibono,2020,Bangalore,agritech,28571.43,Pre Series A,Pre_Series Stage,Technology
BuildPan,2020,Indore,saas startup,7142.86,Seed,Seed Stage,Saas
Homelane,2020,Bangalore,home interior services,114285.71,Bridge,Later Stage,Real estate
MyGlamm,2020,Mumbai,fashion,14285.71,Series B,Series_Stage,Beauty
Aviom,2020,New Delhi,finance,9742.86,Debt,Debt Stage,Finance
Flinto,2020,Chennai,edtech startup,100000.0,Pre Series B,Others,Technology
WayCool,2020,Chennai,agritech startup,72285.71,Series C,Series_Stage,Technology
YAP,2020,Chennai,api platform,57857.14,Series A,Series_Stage,Others
Big Bang Boom Solutions,2020,Chennai,deep tech,15000.0,Series A,Series_Stage,Technology
GUVI,2020,Chennai,edtech startup,11428.57,Series A,Series_Stage,Technology
BluSmart,2020,Gurugram,electricity,100000.0,Pre Series A,Pre_Series Stage,Others
Cell Propulsion,2020,Bangalore,automotive company,4710672.330723327,Pre Series A,Pre_Series Stage,Transportation
MPL,2020,Bangalore,entertainment,714285.71,Series B,Series_Stage,Social
Spoonshot,2020,Bangalore,fmcg,14285.71,Seed A,Seed Stage,Others
Pulse,2020,Mumbai,fintech,10714.29,Pre Series A,Pre_Series Stage,Technology
Groww,2020,Bangalore,fintech,428571.43,Series C,Series_Stage,Technology
i3 Systems,2020,Mumbai,insurance tech,15000.0,Pre Series A,Pre_Series Stage,Technology
SOAL,2020,Mumbai,edtech,14285.71,Series A 1,Series_Stage,Technology
OckyPocky,2020,Gurugram,edtech,5714.29,Seed,Seed Stage,Technology
Hippo Video,2020,New York,video personalization,57142.86,Series A,Series_Stage,Technology
Hasura,2020,San Francisco,software company,357142.86,Series B,Series_Stage,Saas
Qapita,2020,Singapore,fintech,15428.57,Seed,Seed Stage,Technology
Sunday,2020,Bangkok,fintech,128571.43,Pre Series B,Others,Technology
Gamezop,2020,Gurugram,gaming,61428.57,Series A,Series_Stage,Others
Phool.co,2020,Kanpur,biomaterial startup,20000.0,Pre Series A,Pre_Series Stage,Startup
Chiratae Ventures,2020,Bangalore,venture capital,4710672.330723327,Seed Funding,Others,Finance
MedLife,2020,Bangalore,health,97142.86,Unknown,Others,Health
IDfy,2020,Mumbai,it,30142.86,Series A,Series_Stage,Others
True Balance,2020,Gurugram,finance,4710672.330723327,Series C,Series_Stage,Finance
Bira91,2020,New Delhi,craft beer,10914.29,Unknown,Others,Others
Max wholesale,2020,New Delhi,e-commerce,8614.29,Unknown,Others,Others
Craftsvilla,2020,Mumbai,e-commerce,5842.86,Unknown,Others,Others
MechMocha,2020,Bangalore,entertainment,4171.43,Series A,Series_Stage,Social
Mindhouse,2020,Gurugram,healthtech,4085.71,Unknown,Others,Technology
DeepSync,2020,Chandigarh,ai startup,1942.86,Unknown,Others,Ai
Eruditus,2020,Mumbai,education,4710672.330723327,Unknown,Others,Education
Gradeup,2020,Noida,education,7800.0,Unknown,Others,Education
Tracxn,2020,Bangalore,investment,12671.43,Series B,Series_Stage,Others
Purple Style Labs,2020,Mumbai,fashion,614.29,Unknown,Others,Beauty
ProPhysio,2020,Bangalore,health,584.29,Unknown,Others,Health
Flickstree,2020,Mumbai,tech,584.29,Unknown,Others,Technology
Settl,2020,Gurugram,traveltech,4710672.330723327,Unknown,Others,Technology
Fanspole,2020,Thane,entertainment,4710672.330723327,Pre Seed,Pre_Seed Stage,Social
Sarva,2020,Mumbai,healthcare,4710672.330723327,Unknown,Others,Transportation
